source_language,target_language,source_text,target_text
Dholuo,Swahili,Obed ka iparo ni jalno ma ok yie ka oloye ok en japiem.,"Ikumbukwe kuwa, asiyekubali kushindwa si mshindani kamwe."
Dholuo,Swahili,Nyako lau oromo maber ahinya.,"Msichana amevaa nguo, imemtosha vyema sana."
Dholuo,Swahili,Jopuonjre ne ok owacho gimoro amora kuom wach chiemo mokinyi.,"Kuhusu suala la kifungua kinywa, wanafunzi wamekuwa kimya."
Dholuo,Swahili,Dhakoni chi Kanye?,Huyo mwanamke ni mke wa wapi?
Dholuo,Swahili,Akwayi ka inyalo bedo go. ,Tafadhali kama unayo naiomba. 
Dholuo,Swahili,Fundi olal gi woche na mane nego okwona,Fundi amepotea na viatu vyangu 
Dholuo,Swahili,Ket yien ekendo,Weka kuni kwa jiko.
Dholuo,Swahili,Gi geno ni ginyalo bedo gi timbe mabeyo kendo kik gibed kaka yamo ma kelo gik maricho.,Watu WOLU:e na matumaini kuwa wanaweza kutekeleza maadili na kutokuwa kama tiara ambayo inapepereshwa na maovu
Dholuo,Swahili,Tinde jii tee nyalo donjo e pinywa ni mayot,Siku hizi kila mtu anaweza ingia nchini mwetu virahisi 
Dholuo,Swahili,okuach kichgo nono kaka ne oneg mikai wambua giduaro mar pedho achije manyalo bedo ni ne onege.,Maafisa hao wanachunguza jinsi Wambua alivyouliwa pamoja na wale ambao wanashukiwa kufanya kitendo hicho
Dholuo,Swahili,nitie gimoro e kinwa ma okanyal kata   ok anyal wacho kata en ja,Kuna  kitu  baina  yetu  ambacho  hata                    Siwezi  kueleza kama  kuna  shet                                                                                               Baba        : Kuna  nini?Kitaru      : Hapana.                    
Dholuo,Swahili,amedo tiyo matek e klas ka wakonyore gi jowetena e klas,Ninazidi  kujitahidi  darasani  kwa                           kushirikiana  na  wenzangu  katika  masomo  mbalimbali                               Mwalimu  mkuu  ametuarifu  kuwa  kutakuwa  na  sherehe  ya  kuwatuza                         wanafunzi  waliomudu  kufanya  vyema  tangu  kidato  cha  kwanza.
Dholuo,Swahili,"Matin kende, Sifichi chunye ne  omoko. ",Nusura Sifichi roho imponyokee mdomoni. 
Dholuo,Swahili,Kendo ne en jatich matek . ,Basi huyo ndiye aliyekuwa barubaru imara kama chuma cha pua. 
Dholuo,Swahili,Chenro mar nyuol owinjore ahinya gi somo ma ng'ato nyaka som e yunivasiti.,Upangaji uzazi unafaa kufundishwa kama kozi inayohitajika katika vyuo vikuu.
Dholuo,Swahili,"Ka wan e skul, nyaka warit ler mar ot ma wanindee, mar choche, kod mar ot ma wawang'oe kalatese.","Shuleni lazima tudumishe usafi katika chumba cha kulala, msalani na kuokota karatasi na kuchoma."
Dholuo,Swahili,Ne onge' chudo moko ma balang. ,Hakuwa na marupurupu mengine. 
Dholuo,Swahili,Ok ong’ere seche ma ibiroyawoe pong',Haijulikani ni saa ngapi kisiagi itafunguliwa.
Dholuo,Swahili,Miya nambani mar sime.,Nipee nambari yako ya simu
Dholuo,Swahili,"Kane oneno Asisi koda joge,  nongeng'. ","Alipomwona Asisi na wenzake,  aliduwaa. "
Dholuo,Swahili,Bakul ni nitie gi ring'o motedi,Hii bakuli ina nyama iliyopikwa
Dholuo,Swahili,kawuono  doho owito oko kwayo mane otero edoho mar tamo joneno mamoko modong chiwo nendgi ewachno,Leo hii korti ilipuuzilia mbali wazo la kuwakataza mashahidi zaidi kupeana ushuhuda wao katika kesi hiyo
Dholuo,Swahili,"Manchester United ne ok ong'won kata matin, kata kamano, gik moko ne ok otimore kaka ji mang'eny ne paro.",Manchester United bila huruma yoyote lakini mambo yakaenda kinyume sana na matarajio ya wengi. 
Dholuo,Swahili,Nyakono okuyo nikech owito nyathine.,Huyo musichana akona huzuni kwa sababu amepoteza mtoto wake . .
Dholuo,Swahili,Ji owinjo ti gi thuolo mar yiero mondo giwil jotich maricho gi mabeyo.,Watu wanapaswa kutumia uchaguzi kubadilisha viongozi wabaya kwa wazuri.
Dholuo,Swahili,"Ler en gima dwarore ahinya nikech okonyo dhano bedo gi ngima maber, kendo miyo ngima bedo maber moloyo.",Kudumisha usafi ni jambo muhimu kwa sababu hufanya maisha ya binadamu kuwa bora zaidi na yakupendeza kabisa.
Dholuo,Swahili,Jowete gi nonyiere. ,Wenzake walicheka. 
Dholuo,Swahili,ng'at matimo nonro nyalo tiyo maber ahinya gi mbui,Mdahilishi huweza kufaa sana mtu anayefanya utafiti.
Dholuo,Swahili,Kaka irwakorino ni dhi kanye.,Na venye umevaa hivyo unaenda wapi?
Dholuo,Swahili,"Bang' mano, ne odonjo e ot, mi oikore mar dhi e skul.","Alipomaliza, aliingia ndani akajitayarisha alafu akaenda shuleni."
Dholuo,Swahili,Mano e adier makende,Hiyo ndiyo ukweli mtupu
Dholuo,Swahili,"Jopuonjre bende ne ok oweyo chien, nimar thothgi ne otwe gi nyororo, to moko ne omako ich ka gin rowere matindo.",Wanafunzi nao hawakuwachwa nyuma kwani wengi wao walifunga pingu za maisha na wengine kupata ujauzito wa utotoni.
Dholuo,Swahili,"Nikech ne onge pesa moromo, ne onge jopuonj moromo, kendo ne onge gige tich ma ne inyalo ti godo, ne olornegi.","Ukosefu wa fedha, walimu wa kutosha na vifaa kilifungwa na kusahauliwa."
Dholuo,Swahili,Kata kamano  jatend duond burano mar anc migosi musalia mudavadi owacho ni loch margi ekom od bura ma matungu kod mar ford kenya ecounty ma bungoma nyiso malongo chakruok mar 1 mar oganda,Kinara wa ANC Mudavadi amesema kuwa ushindi wa ANC katika eneo hilo la Matungu na la FORD KENYA ni ishara ya umoja wa jamii ya Mulembe.
Dholuo,Swahili,Ochopo kuma dhano ng'iyore,Imefika mahali watu wanaangaliana
Dholuo,Swahili,Dhi imo lewni,Nenda ukaanike nguo.
Dholuo,Swahili,"Kaka ne wamedo donjo e puodhono, e kaka ne wadhi nyime gi neno thimno.",Kila tulipozidi kuingia ndani ya mbuga hiyo ndio tulishuhudia msitu wa nyika.
Dholuo,Swahili,Chungkar tiendi,Kuwa na msimamo dhabiti/kusimama tisti.
Dholuo,Swahili,"Owetewa gi nyiminewa ma Jo-Nada, weuru mondo warit ler marwa nikech ngimawa mar kinde mabiro.",Wandugu na Wanadada tutimize usafi kwa sababu ya afya yetu na maisha yetu ya kesho.
Dholuo,Swahili,Nowuok mondo odhi okonye. ,Alishawishika kwenda kumsaidia. 
Dholuo,Swahili,"Wachore ni tuwono ne wuok kuom ong'or, kendo ne okalo e obwongo mar thuol ma jaber.",Kitovu cha virusi hivi kinasemekana kutoka kwa popo na kutambaa mithili ya atambaavyo nyoka nyasini.
Dholuo,Swahili,Magi duto koro timore seche maweche moko koro gidore ni muturi nyalo dhi laro kom ker ekinde yiero mabiro,Hayo yote yalitendeka wakati ambapo uvumi ulikuwa unasambazwa kuwa Muturi atawania kiti cha urais katika uchaguzi ujao.
Dholuo,Swahili,"Sirkal osejiwo jonyuol mondo oter nyithindgi e skunde ma hikgi opogore opogore, kendo jogo moketho chikno ibiro mi kum mager.","Serikali imewahimiza wazazi nchini kuwapeleka watoto wa umri mbalimbali shule, wataokiuka amri hii watachukuliwa hatua kali."
Dholuo,Swahili,"Kane pok wachako wuodhwa, japuonj maduong' ne oluonga mochweyo omiya migawo mar bedo jakom mar klaswa, ma ne en migawo ma ne pok aparo ni anyalo bedogo.","Niliitwa na mwalimu mkuu kabla ya kuanza safari yetu na akanipa wadhifu wa kiranja mkuu wa darasa letu, jambo ambalo sijawahi kulitilia maanani."
Dholuo,Swahili,"To,  joweteni to ne odhi nade gipenj?","Je,  wenzako    walifanya vipi?"
Dholuo,Swahili,Osiepe gi ng'eny gi pesa ,Marafiki wako wanapesa mingi 
Dholuo,Swahili,Yo maber mar medo nyak en wuotho e puothe gi tielo.,Njia bora ya kuongeza mazao ni kuzuru mashamba kwa miguu.
Dholuo,Swahili,"Tuoni mako joma hikgi ng'eny gi joma nigi tuoche mager kaka. tuo mar sukari, tuo mar kor koda nok mar remo","Ugonjwa huu hawa huwakumba adinasi walio kula chumvi nyingi na wenye ndwele sugu,  mathalani:  kisukari,  pumu,  kifua kikuu na shinikizo la damu. "
Dholuo,Swahili,Odwa ni osaye pile,Anataka abemebelezwe kila siku
Dholuo,Swahili,"nikech an achiel kuom jok ma ibiro mi mich,akwayo ni kik ikos chopo e skul kanachiel gi baba","Kwa  kuwa  mimi                            ni  miongoni  wanafunzi  watakaotuzwa, tafadhali  usikose  kufika  pamoja na                          wadogo  zangu  Yeremi  na  Bukiba."
Dholuo,Swahili,Asisi ne okwedo weche siasa. ,Asisi alichukia siasa. 
Dholuo,Swahili,Chenro makamano nochope koda  jokanyo moting'o jatelo mar chnero mar chiwo chak  Meru. ,Hafla hiyo ilihudhuriwa na wadau mbalimbali wakiwemo maafisa wa Chama cha Ushirika cha Uzalishaji Maziwa Meru. 
Dholuo,Swahili,Juma nopenjo. ,Juma aliuliza. 
Dholuo,Swahili,Mesa nousi pesa mang'eny.,Meza muliuza pesa mingi
Dholuo,Swahili,"Tuo mar Ayaki itiere,  kendo ji mondo obed motang', kendo gik giwit geno nikech mano ok e giko, ero kamano. ","Ukimwi Upo na watu wajitahadhari waadhiriwa wasikate tamaa kwa kuwa hio sio mwisho wa maisha,  Asanteni """
Dholuo,Swahili,Jo dongo nowuoyo kuom luor mar Ndemi gi Mathathi.,Walinena wazee wa enzi za kuenziwa za 'Ndemi na Mathathi'.
Dholuo,Swahili,"Bende, ka wagoyo kalatese e yo maok ochuno, jamni kaka dhok gi punde ma chiemo e lum, biro bilo kalatese ma wan - go, kendo mano biro miyo giparre ahinya.",Na pia tunapokuwa tukiyatupa makaratasi ovyo ovyo wanyama wetu kama vile ngombe na punda wakikula nyasi pia huyatafuna makaratasi yale ambayo linawafanya wanyama wetu waanze kudhofia.
Dholuo,Swahili,Wuon gi nigi mtokni mang'eny,Babake ana magari mengi
Dholuo,Swahili,"Kuom mano, mondo wageng ' tuoche, dwarore ni wapudh lum mondo warit ler mar alworawa kendo mondo wadwok chien kwan mar joma tho nikech tuoche.",kwa hivyo kuzuia magonjwa haya ni lazima tukate nyasi ili tuweke mazingira yakiwa safi na kupunguza vifo vinavyoletwa na mazingira machafu.
Dholuo,Swahili,Marieba osechiek gi nyuka.,Mihogo imeshaiva na uji.
Dholuo,Swahili,Gik ma ne opangi chon-go ne konyo ahinya josomo e piny Kenya.,Miundo msingi una umuhimu wake halisi kwa wasomi nchini Kenya.
Dholuo,Swahili,Moko kuom jopuonjre nesomo kokalo kuom lony manya sani.  ,Wanagenzi wengine walijihusisha na masomo ya mitandaoni. 
Dholuo,Swahili,Gone ng'at ma itwak godo ero kamano kuom chopo e twak. ,Mshukuru mhojiwa kwa kufika. 
Dholuo,Swahili,ng'eny ji noyudo tuoche manekelo luorgo,Wengi wa watu waliugua ndwele hizo za kutisha.         
Dholuo,Swahili,Pod nitiere obila ma jo adiera. ,Bado kuna polisi waadilifu. 
Dholuo,Swahili,"E piny Uganda, jopuonj e moko kuom jotich piny owacho michulo pesa matin ahinya.","Nchini Uganda, walimu ni baadhi ya watumishi wa umma wanaolipwa mishahara ya chini zaidi."
Dholuo,Swahili,Gin gi kido mage?,Sifa zake ni:?
Dholuo,Swahili,Wek nyiero kanyo wuoi.,Usicheke hapo kijana.
Dholuo,Swahili,"Ka okadho eriwruok margi, nurses ochayo mokadho moko kuom counties masani riembo etich apisas mag thieth manganyo.","Kwa kupitia muungano wao, Wauguzi wamekashifu baadhi ya kaunti ambazo zinawaachisha kazi maafisa wa kazi waliogoma."
Dholuo,Swahili,Jopuonjre bende ojiw mondo okaw kindegi makende mar timo penj makamago.,Watahiniwa  pia  wamehimizwa  kuchukua  muda  wao  kufanya  mtihani  huo vizuri.
Dholuo,Swahili,"ka anyiewo lita miya achiel kuom jopur gi siling piero ang'wen gi abich e lita ka lita,kuom seche e odiochieng' achiel auso nyaka lita piero abirio mar chag chae gi siling piero auchiel e lita ka lita","Nikinunua lita 100 kutoka kwa wakulima kwa shiling 45 kwa kila lita, kwa muda siku moja ninauza hadi lita 70 ya maziwa ya chai kwa shillingi 60 kwa kila lita."
Dholuo,Swahili,Wadhii goyo ombulu kendo bang igni abich,Tutaenda kupiga Kira tena baada ya miaka mitano 
Dholuo,Swahili,Thurwa ka yawuoi osomo.,Huku kwetu watu wamesoma
Dholuo,Swahili,Achopo dala maber,Nimefika nyumbani vyema
Dholuo,Swahili, Ok ahero dhao gi ji,Sipendi kupigana na watu
Dholuo,Swahili,Wabed kod geno ni wabiro chopo maber,Tuwe na matumaini kuwa tutafika vizuri 
Dholuo,Swahili,Laktar:   Nochakore karang'o? , Daktari:  Ilianza lini? 
Dholuo,Swahili,Adiera ngima no ok gombre.,"Waama, maisha haya si ya kutamanika."
Dholuo,Swahili,Jalup ruoth ma west katwenga,Naibu wa chifu wa magharibi mwa eneo la Katwenga.
Dholuo,Swahili,Mana weche ma ji paro. ,Mambo ya kukisia tu. 
Dholuo,Swahili,Mama Kipokeo nene dothoo kapok onyuole. ,Mamake Kipokeo angeaga dunia bila kumzaa. 
Dholuo,Swahili,Luoko san maichieme otami,Kuosha sahani umekulia imekushinda
Dholuo,Swahili,Jalony eweche mag ochumi,Mtaalamu wa mambo za uchumi
Dholuo,Swahili,Nowacho ni Nairobi ok ong'eyo kaka weche biro chalo e kinde ma biro.,"Kulingana naye, hali inayoshuhudiwa Nairobi kufuatia masaibu ya Bw Sonko ni ambayo haijawahi kuonekana nchini. "
Dholuo,Swahili,"Mano tek adier,",Hiyo ni ngumu kweli.
Dholuo,Swahili,"Thoth hinyruok mabedoe nikech ng'wech, en nikech riembo matek","Aghalabu ajali nyingi, zinazoshuhudiwa huwa ni uendeshaji wa kasi"
Dholuo,Swahili,Janabi moro ne otho ma oyik janabino.,Jana alizikwa kuhani marehemu.
Dholuo,Swahili,Ng'atno ne odar odhi e dala maduong' mar Johannesburg.,Barobaro huyo alihamia kwenye mji mkuu wa Johannesburg.
Dholuo,Swahili,Wadhi waromne mama biro.,Twende tukutane na mama anakuja
Dholuo,Swahili,Adwa mana bedo ngama muol ,Nataka kuwa mtu mpole 
Dholuo,Swahili,Kuria wacho ni noyudo ripodno kuom ng'at ma nogeno ahinya.,Bw Kuria anasema alipata ripoti hiyo kutoka kwa washiriki wake wa kuaminika.
Dholuo,Swahili,"Mokwongo, adwaro goyo erokamano ne joma ritowa kuom tich maber ma gisebedo ka gitimo.",Kwanza kabisa ningependa kuwashukuru maafisa wa usalama kwa kazi njema ambayo wamekuwa wakifanya.
Dholuo,Swahili,"Kindegi, thoth joot ok nyal rito joodgi e yo maber, kendo mano miyo gidhier ahinya.",Sasa familia nyingi haziwezi kutimiza mahitaji yao ya nyumbani na kuwapeleka kuwa maskini wasiokuwa na mbele wala nyuma. 
Dholuo,Swahili,Wadhi ebura,Twende kwa mkutano.
Dholuo,Swahili,Wadak e kinde ma piny opong' gi gik ma richo ahinya.,Miaka hii tunayoishi mazingira yamekuwa machafu sana.
Dholuo,Swahili,"Omiyo, nyaka ibed gi ng'eyo matut kuom gima idndiko. Wach machielo maduong' kuom ndiko en ni, nyaka ibed gi ng'eyo matut e wi gima idwaro ndiko.",Hivyo ni lazima ufahamu unachohitaji kukiandikia unakiandikia kina agm=ni.Jambo lingine muhimu kuhusu uandishi
Dholuo,Swahili,To joma odong' biro dhi kanye?,Wengine wata kwenda wapi? 
Dholuo,Swahili,Inyalo chudo mosmos.,Unawez lipa pole pole
Dholuo,Swahili,Ketho gik moko en ketho kata ketho alwora.,Madhara ni uharibifu au athari mbaya ya mazingira.
Dholuo,Swahili,"Kuom mano, timo lokruok en gima dwarore ahinya, kendo moko kuom gik madwarore gin kaka wabiro neno; achiel kuomgi en chako taonde.",Hivyo basi kuiboresha kuna umuhimu sana na baadhi ya umuhimu wake ni kama tuatavyo; Mojawapo ni uanzishwaji wa miji.
Dholuo,Swahili,Cho olor dhode,Mlango ya choo kimefungwa.
Dholuo,Swahili,Geche mag kowo jotuo ne odinnegi nikech chudo mar osuru.,Magari ya ambulensi yalizuiliwa kwa sababu ya malipo ya ushuru.
Dholuo,Swahili,Ne odhi mana konyo. ,Wajibu wa kiutu tu. 
Dholuo,Swahili,Ne waonge koda mano e pachwa. ,Hakutarajia hayo. 
Dholuo,Swahili,Noparo kendo oyuayo weche mag wuon gi mane osenindo chieng tich ariyo tarik piero ariyo gaboro disemba piero aboro koda gariyo,"Aliwaza na kuvuta kumbukizi za maneno ya marehemu babake kabla ya kuaga dunia siku ya Jumanne,  tarehe ishirini na nane,  Desemba Themanini na mbili. "
Dholuo,Swahili,Chwak chaye imadhi,Chemsha chai unywe.
Dholuo,Swahili,Ji duto ne oyie ni lokruok ma kamago ne ber ahinya kendo ne dwarore ni otimgi mapiyo ahinya,Ilikubaliwa kwa kauli moja kuwa mabadiliko hayo ni muhimu na yanahitaji kuanza kuandiliwa mara moja.
Dholuo,Swahili,Gima lit en ni dhano ketho alwora ma gidakie kuom wito yugi kuonde mang'eny.,Madhara ni venye wanadamu wanadhuru mazingira kwa kuyamwaga taka kila mahali na kuyatupa makaratasi kiholela holela.
Dholuo,Swahili,Kae ema aponde ga,Hapa ndio mimi hujificha
Dholuo,Swahili,Wuoi mare tek ahinya,Kijana mambo yake ni gumu sana
Dholuo,Swahili,josiasa masiro jalup ker migosi william ruto onyiero paro mantiere mar golo oko jalup ker william ruto elemo mar jalup ogai mar duond buch jubilee.,Wanasiasa wanaomuunga mkono William Ruto wamechekelea mpango wa kumtimua Ruto katika chama cha Jubilee
Dholuo,Swahili,Yue mesa maler,Safisha meza visafi.
Dholuo,Swahili,"Nikech ne ofweny tuwono e higa mar 1919, ne oluonge ni UTI-19.",Ugonjwa huo ulifanyiwa utafiti na kupachikwa jina UVIKO19 kwa kuwa uligunduliwa mwaka wa elfu mbili na kumi na kenda.
Dholuo,Swahili,"Okang'machalo kamano ne okaw kaluwore ni ji abich noyudi koda tuo mar nyal diema, kendo oket gi e ute thieth mantie Muranga Level 5. ",Hatua hiyo ilichukuliwa baada ya watu watano kupatikana wanaugua kipindupindu wakalazwa katika vyumba vilivyotengwa Hospitali ya Murang'a Level Five. 
Dholuo,Swahili,ogai mar anc migosi musalia mudavadi okwedo kit kaka ne ogol oko senator ma kakamega cleophas malala elemo mar jalup ogai mar senators manok kagilero ni odm ochayo duond buche mane oloso nasa.,Kiongozi wa ANC amepiga jinsi seneta wa Kakamega Cleophas Malala alivyong`atuliwa mamlakani kama kiongozi wa wachache  bungeni akisema kuwa chama cha ODM kinadharau vyama tanzu vya NASA
Dholuo,Swahili,wadwaro wuonwa mondo okel omenda. ,Tunataka baba alete pesa. 
Dholuo,Swahili,Ng’at mangima tiyo tijege maber,Yule aliyehai hufanya kazi zake vyema
Dholuo,Swahili,"Tinde ok an gi gik mang'eny, nikech kalam oserumo kendo buk bende dwarore ni olos manyien.",Kwa leo sina mengi kwa maana kalamu yangu yalilia wino na kitabu changu chahitaji kipumuo.
Dholuo,Swahili,Yore duto mag thieth ma jatuwo dwaro onego oyud e osiptal maber.,Huduma zote ambazo wagonjwa wanahitaji zinapaswa kutolewa na kituo bora cha matibabu.
Dholuo,Swahili,Nyiero ma chien mit moloyo mokuongo,Simba mwenda pole ndiye hula nyama
Dholuo,Swahili,Tinde jopiny neno ber mar kwe,Siku hizi wananchi wanaona uzuri wa amani 
Dholuo,Swahili,Adhi dala mondo arom gi jonyuolna,Naenda nyumbani ili nikutane na wazazi wangu
Dholuo,Swahili,Nyasye chango tuoche te.,Mungu ana ponya magonjwa
Dholuo,Swahili,bende olero ni ondamono oluwore gi chik maogol gi jatend piny owacho mar chungo romo mag siasa kuom ndalo 30.,Pia amesema amechukua hatua hiyo kutokana na sheria za rais za kusitisha mikutano yote ya siasa
Dholuo,Swahili,Gima wang ayudo no.,Leta chochote utakalo pata
Dholuo,Swahili,Wadhi ridho bando e puodho,Tunaenda kuvuna mahindi shambani
Dholuo,Swahili,Otamre yedhe tee. ,Umekataa dawa zote!
Dholuo,Swahili,Wan gi mbalariany aboro kende e piny kae,Tuna vioo vikuu nane pekee yake nchini 
Dholuo,Swahili,Leke guok ok kare. ,Meno ya mbwa hayaumani. 
Dholuo,Swahili,"Parane wuoro ma ong'e koda tich, okayal chulo pesa ot kta mana fis. ","Fikiria yule baba asiye na ajira,  hawezi kulipa kodi ya nyumba sembuse karo!"
Dholuo,Swahili,Owacho igeno mar yawo kar idho nyaburkono machiegni.,Uhuru Kenyatta alisema kuwa kituo hicho cha Greenpark kitafunguliwa rasmi hivi karibuni
Dholuo,Swahili,"Moko kuom mwandu mawayudo kowuok china gin lewni, masinde koda nyamburko. ","Baadhi ya bidhaa tunazoagiza kutoka China ni nguo,  mashine na magari. "
Dholuo,Swahili,"E wi mano, tuo mar corona osemiyo jopur ma nigi chiemo ma nigi gik manyalo geng'o tuoche kaka vitamin, obedo gi parruok mang'eny.",Tena korona imetuathiri pakubwa mno kwani imetuulia wakulima ambao huleta vyakula ambavyo hutupa viini kama vile vitamini ambavyo huweza kupambana na maradhi.
Dholuo,Swahili,"Kane wachopo e stend mar nyamburko, nyiero ne opong' koni gi kocha. ","Tulipofika katika kituo cha magari,  vicheko vilipamba moto jari moja. "
Dholuo,Swahili,Kipokeo ne ok odwoke. ,Kipokeo hakujibu. 
Dholuo,Swahili,Janyuol no ne okwayo jatend skul mondo gilok pachgi.,Mzazi huyo alimwomba mwalimu mkuu kubadilisha mawazo yao.
Dholuo,Swahili,Okone ker mondo koro olok chung mare mondo osir lwedo jalupne masani koro ni ethuolo makare mar dhi bedo jatend pinyowacho mathurka ekinde yiero ma 2022,Amemrai Kenyatta kumuunga mkono naibu wake kwani ako katika nafasi nzuri ya kuutwaa uongozi wa nchi hii. 
Dholuo,Swahili,Nena chack tich,Nione juma tatu.
Dholuo,Swahili,"Kata kamano, kapo ni odhi chenro pok oikore maber, inyalo orgi bang'e.","Hata hivyo iwapo ajenda haziko tayari, zinaweza kutumwa baadaye."
Dholuo,Swahili,Kudho machuoyo wadu ok lit .,Mwiba iliyoduchoma mwenzako sio chungu .
Dholuo,Swahili,Japuonjre ma jakinda en ng'at ma keto chenro maber mar puonjruok kuonde ma ne ok ong'eyo tiendgi maber.,Mwanafunzi mwema anafaa kuweka utaratibu wa masomo ya ziada katika sehemu ambazo hakuelewa mwalimu akifunza.
Dholuo,Swahili,Le duto modak e alworano gin jamni ma ipidho.,Wanyama hawa wote hutokana na kilimo.
Dholuo,Swahili,Minwa ne nigi mor ka ogwal ma oneno kodh chwiri bang' ndalo mang'eny mar oro.,Nina alikuwa na bashasha mpwitompwito kama chura aliyeona mvua ya masika baada ya majira ya ukame mrefu.
Dholuo,Swahili,Ma e kitanda ma ne jatuo ong'oke,Hii ndio kitanda mgonjwa alitapikia
Dholuo,Swahili,Sirkal tiyo marach,Serikali haifanyi kazi vizuri
Dholuo,Swahili,Kose pod wayudore ediere no?,"Je,  tungali katika enzi hiyo?"
Dholuo,Swahili,Ngire magoha owachoni japuonre moro amora maja class 8 kod 12 maibiro yud katemo kwalo penj ibiro kawnegi okang mowinjore.,Profesa  magoha  amesema kuwa  mtahiniwa  yeyote  wa  darasa  la  8  na  kidato  cha  4  ambaye  atapatikana  akijaribu  kuiba  mtihani  atachukuliwa  hatua  inayofaa.
Dholuo,Swahili,Jakinda ema keyo,Maskini hachoki.
Dholuo,Swahili,Tienda rama ahinya,Mguu unaniuma sana 
Dholuo,Swahili,Nyombei no maki gi obila.,Nyombei ametiwa mbaroni
Dholuo,Swahili,Tuo mar korona chal owete gi athung'a mar mafua kendo chon matin ne landore ka wendo.,Mgonjwa wa virusi vya corona afanana na homa ya maua shilingi kwa ya pili na inaambukizwa kwa kasi mno kama mageni hapo zamani.
Dholuo,Swahili,Simba olal e duka ,Simu yangu imepotea  kwa duka 
Dholuo,Swahili,Nitie tuke mang'eny minyalo tugo.,Kuna michezo mingi ambayo inaweza kuchezwa.
Dholuo,Swahili,A lot orumo tee?,Mboga imeisha yote.
Dholuo,Swahili,To ere kaka wanyalo yudo bergo?,Je faida hiyo tunaipata kivipi?
Dholuo,Swahili,"Bang' chiemo, jonyuolwa ne odong' ka goyo mbaka gi nera kaachiel gi jaode.","Baada ya mlo, wavyele wetu walibaki wakipiga gumzo na halati yetu pamoja na mjomba wetu."
Dholuo,Swahili,"Kuonde ma ok ochuno ni ondikie nying' ng'at ma orwakono, ma inyalo ndik gi lwedo e malo otas kor acham, kod adres mar ng'at ma ogwelno, kaachiel gi weche monego oluw e chiwo dwoko, kaka dwoko mag penjogi, yudore e giko kalatas gwelo ji, kendo inyalo ndikgi e bath otas e bat koracham kata korachwich.","Sehemu ambazo si lazima kulainishwa katikati mwa karatasi ni jina la mwalikwa ambalo huweza kuandikwa kwa mkono juu kushoto, anawani ya kutuma majibu pamoja na maelekezo yanayohusu majibu, kama vile Majibu kwa Maelekezo haya huja mwishoni kabisa wa mwaliko na huweza kuandikwa kushotoni au kuliani mwa kadi."
Dholuo,Swahili,"kata ka an abiro hinyora, mak uru gima un godo nikech en maru. ","Hata kama mimi nitaangami,  shikilieni mlichonacho maana ni chenyu. "
Dholuo,Swahili,"Mapiyo nono, weche nochako bedo maber.","Baada ya muda mfupi, mambo yalikuwa sawa."
Dholuo,Swahili,"Kata mana e skul, jopuonjwa dwaro ni ler obedie.",Hata shuleni walimu wetu wanapenda mazingira yakiwa safi.
Dholuo,Swahili,Kopi mag National Today ok bi yud e bengi.,Nakala au kopi za kuponi ya Taifa Leo haitakubaliwa.?
Dholuo,Swahili,"Jopur mathoth osebedo kayudo lal"" ka weche mag pur bende dok piny mago owachi koda jatelo mochung' ne weche pur e diere man oloso weche mag tiegruok mar jo pur. ""","Wakulima wengi wamezidi kukadiria hasara huku sekta ya kilimo ikididimia kufuatia tabia za watu hawa, "" akasema Bi Nyaga wakati wa siku ya mafunzo kwa wakulima iliyondaliwa katika eneo la Rongai,  kaunti ya Nakuru wikendi. "
Dholuo,Swahili,Kik inind piny e buru,Usilale chini kwa vumbi
Dholuo,Swahili,"Ka ichako ndiko sigana, ne nii in koda ng'eyo mathoth ewi jalo maduomg' ma iwuoyo ewiye. ","Unapoanza kuandika hadithi,  hakikisha unamfahamu mhusika wako mkuu. "
Dholuo,Swahili,"Kik utugi, ti uru matek. ",Fanyeni bidii msizembee. 
Dholuo,Swahili,Adwa biro e chokruok sani ,Nataka kuja kwa mkutano saa hii 
Dholuo,Swahili,Tienda mane atuomo e kidi rama,Mguu yangu niliyogonga kwa jiwe inaniuma
Dholuo,Swahili,En ang'o mamiyo kwan mang'eny mar joma oringo thuchegi medore?,"Je, lengo la wimbi kubwa la wakimbizi ni lipi?"
Dholuo,Swahili,"Sama wang'ado yien mondo owang'gi, muya mar majno miyo muya bedo marach kendo miyo piny bedo gi liet.","Tunapokata miti kwa manufaa ya kuchoma makaa,moshi ya makaa huchafua hewa na kuathiri hali ya anga."
Dholuo,Swahili,Ji ariyo ne owito ngimagi e masira mar apaya,Watu wawili wamepoteza maisha yao katika ajali ya barabara.
Dholuo,Swahili,Miyo ging'eyore kendo gidak ka osiepe.,Huwawezesha wao kujuana na kuishi kama ndugu.
Dholuo,Swahili,Watwango lewni machalre ,Tunashona nguo zinazofanana 
Dholuo,Swahili,Piny en kama ber ahinya e ngimawa.,Mazingira ni kitu muhimu sana katika maisha yetu.
Dholuo,Swahili,Jogo omiya rusa,Hao wamenipa ruhusa
Dholuo,Swahili,"Lee wetene nodhi ire pilepile mondo okwaye okonygi timo ticjno, kata kamano ne ok oyie. ",Wanyama wenzake walienda kwake kila uchao kumtaka awasaidie Lakini ngâ€™o hawakufua dafu. 
